clinic_name|clinic_link|id_doctor|doctor_specialization|doctor_experience
Медицинский центр «Привилегия Плюс»|https://prodoctorov.ru/novosibirsk/lpu/50940-privilegiya/|6|Врач УЗИ|30
Медицинский центр «Привилегия Плюс»|https://prodoctorov.ru/novosibirsk/lpu/50940-privilegiya/|7|Гинеколог|22
Медицинский центр «Привилегия Плюс»|https://prodoctorov.ru/novosibirsk/lpu/50940-privilegiya/|8|Терапевт, эндокринолог|20
Медицинский центр «Привилегия Плюс»|https://prodoctorov.ru/novosibirsk/lpu/50940-privilegiya/|9|Стоматолог|38
Медицинский центр «Привилегия Плюс»|https://prodoctorov.ru/novosibirsk/lpu/50940-privilegiya/|10|Стоматолог-ортопед, стоматолог-хирург|22
Медицинский центр «Привилегия Плюс»|https://prodoctorov.ru/novosibirsk/lpu/50940-privilegiya/|11|Невролог, массажист|15
Медицинский центр «Привилегия Плюс»|https://prodoctorov.ru/novosibirsk/lpu/50940-privilegiya/|12|Стоматолог-хирург|10
Медицинский центр «Привилегия Плюс»|https://prodoctorov.ru/novosibirsk/lpu/50940-privilegiya/|13|Стоматолог-гигиенист, стоматолог|14
Медицинский центр «Привилегия Плюс»|https://prodoctorov.ru/novosibirsk/lpu/50940-privilegiya/|14|Уролог|10
Медицинский центр «Привилегия Плюс»|https://prodoctorov.ru/novosibirsk/lpu/50940-privilegiya/|15|Стоматолог|6
Медицинский центр «Привилегия Плюс»|https://prodoctorov.ru/novosibirsk/lpu/50940-privilegiya/|16|Педиатр|18
Медицинский центр «Привилегия Плюс»|https://prodoctorov.ru/novosibirsk/lpu/50940-privilegiya/|17|Офтальмолог (окулист)|8
Медицинский центр «Привилегия Плюс»|https://prodoctorov.ru/novosibirsk/lpu/50940-privilegiya/|18|Терапевт|23
Медицинский центр «Привилегия Плюс»|https://prodoctorov.ru/novosibirsk/lpu/50940-privilegiya/|19|Стоматолог, стоматолог-ортопед|12
Стоматология «Концепт»|https://prodoctorov.ru/novosibirsk/lpu/76058-koncept/|0|Стоматолог-хирург|12
Стоматология «Концепт»|https://prodoctorov.ru/novosibirsk/lpu/76058-koncept/|1|Стоматолог-ортодонт|13
Стоматология «Концепт»|https://prodoctorov.ru/novosibirsk/lpu/76058-koncept/|2|Стоматолог-ортопед|6
Стоматология «Концепт»|https://prodoctorov.ru/novosibirsk/lpu/76058-koncept/|3|Стоматолог-ортодонт|5
Стоматология «Концепт»|https://prodoctorov.ru/novosibirsk/lpu/76058-koncept/|4|Стоматолог|5
Стоматология «Концепт»|https://prodoctorov.ru/novosibirsk/lpu/76058-koncept/|5|Стоматолог-ортопед|3
«Доступная стоматология» на Хмельницкого|https://prodoctorov.ru/novosibirsk/lpu/59599-dostupnaya-stomatologiya/|0|Стоматолог, стоматолог-имплантолог, стоматолог-ортопед, стоматолог-хирург|14
«Доступная стоматология» на Хмельницкого|https://prodoctorov.ru/novosibirsk/lpu/59599-dostupnaya-stomatologiya/|1|Стоматолог-хирург|6
«Доступная стоматология» на Хмельницкого|https://prodoctorov.ru/novosibirsk/lpu/59599-dostupnaya-stomatologiya/|2|Детский стоматолог|7
«Доступная стоматология» на Хмельницкого|https://prodoctorov.ru/novosibirsk/lpu/59599-dostupnaya-stomatologiya/|3|Детский стоматолог|12
«Доступная стоматология» на Хмельницкого|https://prodoctorov.ru/novosibirsk/lpu/59599-dostupnaya-stomatologiya/|4|Стоматолог, стоматолог-имплантолог, стоматолог-ортопед, стоматолог-хирург|9
«Доступная стоматология» на Хмельницкого|https://prodoctorov.ru/novosibirsk/lpu/59599-dostupnaya-stomatologiya/|5|Стоматолог, стоматолог-имплантолог, стоматолог-хирург|-
«Доступная стоматология» на Хмельницкого|https://prodoctorov.ru/novosibirsk/lpu/59599-dostupnaya-stomatologiya/|6|Стоматолог|-
«Доступная стоматология» на Хмельницкого|https://prodoctorov.ru/novosibirsk/lpu/59599-dostupnaya-stomatologiya/|7|Стоматолог|-
«Доступная стоматология» на Хмельницкого|https://prodoctorov.ru/novosibirsk/lpu/59599-dostupnaya-stomatologiya/|8|Стоматолог-ортодонт|24
«Доступная стоматология» на Хмельницкого|https://prodoctorov.ru/novosibirsk/lpu/59599-dostupnaya-stomatologiya/|9|Стоматолог-ортодонт|-
«Доступная стоматология» на Хмельницкого|https://prodoctorov.ru/novosibirsk/lpu/59599-dostupnaya-stomatologiya/|10|Стоматолог-ортодонт|14
«Доступная стоматология» на Хмельницкого|https://prodoctorov.ru/novosibirsk/lpu/59599-dostupnaya-stomatologiya/|11|Стоматолог-ортодонт|-
«Доступная стоматология» на Хмельницкого|https://prodoctorov.ru/novosibirsk/lpu/59599-dostupnaya-stomatologiya/|12|Детский стоматолог|9
«Доступная стоматология» на Хмельницкого|https://prodoctorov.ru/novosibirsk/lpu/59599-dostupnaya-stomatologiya/|13|Стоматолог|-
«Доступная стоматология» на Хмельницкого|https://prodoctorov.ru/novosibirsk/lpu/59599-dostupnaya-stomatologiya/|14|Стоматолог-ортодонт|-
Стоматология «РекоменДент» на Салтыкова-Щедрина|https://prodoctorov.ru/novosibirsk/lpu/41477-recomendent-nemeckaya-stomatologiya/|0|Детский стоматолог|15
Стоматология «РекоменДент» на Салтыкова-Щедрина|https://prodoctorov.ru/novosibirsk/lpu/41477-recomendent-nemeckaya-stomatologiya/|1|Пародонтолог|18
Стоматология «РекоменДент» на Салтыкова-Щедрина|https://prodoctorov.ru/novosibirsk/lpu/41477-recomendent-nemeckaya-stomatologiya/|2|Детский стоматолог|13
Стоматология «РекоменДент» на Салтыкова-Щедрина|https://prodoctorov.ru/novosibirsk/lpu/41477-recomendent-nemeckaya-stomatologiya/|3|Стоматолог|12
Стоматология «РекоменДент» на Салтыкова-Щедрина|https://prodoctorov.ru/novosibirsk/lpu/41477-recomendent-nemeckaya-stomatologiya/|4|Стоматолог|13
Стоматология «РекоменДент» на Салтыкова-Щедрина|https://prodoctorov.ru/novosibirsk/lpu/41477-recomendent-nemeckaya-stomatologiya/|5|Стоматолог|24
Стоматология «РекоменДент» на Салтыкова-Щедрина|https://prodoctorov.ru/novosibirsk/lpu/41477-recomendent-nemeckaya-stomatologiya/|6|Пародонтолог|16
Стоматология «РекоменДент» на Салтыкова-Щедрина|https://prodoctorov.ru/novosibirsk/lpu/41477-recomendent-nemeckaya-stomatologiya/|7|Стоматолог|4
Стоматология «РекоменДент» на Салтыкова-Щедрина|https://prodoctorov.ru/novosibirsk/lpu/41477-recomendent-nemeckaya-stomatologiya/|8|Стоматолог-ортодонт|12
Стоматология «РекоменДент» на Салтыкова-Щедрина|https://prodoctorov.ru/novosibirsk/lpu/41477-recomendent-nemeckaya-stomatologiya/|9|Детский стоматолог|4
Стоматология «РекоменДент» на Салтыкова-Щедрина|https://prodoctorov.ru/novosibirsk/lpu/41477-recomendent-nemeckaya-stomatologiya/|10|Анестезиолог-реаниматолог|8
Стоматология «РекоменДент» на Салтыкова-Щедрина|https://prodoctorov.ru/novosibirsk/lpu/41477-recomendent-nemeckaya-stomatologiya/|11|Детский стоматолог|12
Стоматология «РекоменДент» на Салтыкова-Щедрина|https://prodoctorov.ru/novosibirsk/lpu/41477-recomendent-nemeckaya-stomatologiya/|12|Стоматолог|13
Стоматология «РекоменДент» на Салтыкова-Щедрина|https://prodoctorov.ru/novosibirsk/lpu/41477-recomendent-nemeckaya-stomatologiya/|13|Стоматолог-хирург|4
Стоматология «РекоменДент» на Салтыкова-Щедрина|https://prodoctorov.ru/novosibirsk/lpu/41477-recomendent-nemeckaya-stomatologiya/|14|Стоматолог-хирург|9
Стоматология «РекоменДент» на Салтыкова-Щедрина|https://prodoctorov.ru/novosibirsk/lpu/41477-recomendent-nemeckaya-stomatologiya/|15|Стоматолог|12
Стоматология «РекоменДент» на Салтыкова-Щедрина|https://prodoctorov.ru/novosibirsk/lpu/41477-recomendent-nemeckaya-stomatologiya/|16|Стоматолог|27
Стоматология «РекоменДент» на Салтыкова-Щедрина|https://prodoctorov.ru/novosibirsk/lpu/41477-recomendent-nemeckaya-stomatologiya/|17|Детский стоматолог|18
Стоматология «РекоменДент» на Салтыкова-Щедрина|https://prodoctorov.ru/novosibirsk/lpu/41477-recomendent-nemeckaya-stomatologiya/|18|Детский стоматолог|1
Стоматология «РекоменДент» на Салтыкова-Щедрина|https://prodoctorov.ru/novosibirsk/lpu/41477-recomendent-nemeckaya-stomatologiya/|19|Анестезиолог-реаниматолог|34
Стоматология «РекоменДент» на Салтыкова-Щедрина|https://prodoctorov.ru/novosibirsk/lpu/41477-recomendent-nemeckaya-stomatologiya/|20|-|-
Стоматология «РекоменДент» на Салтыкова-Щедрина|https://prodoctorov.ru/novosibirsk/lpu/41477-recomendent-nemeckaya-stomatologiya/|21|-|-
Стоматология «РекоменДент» на Салтыкова-Щедрина|https://prodoctorov.ru/novosibirsk/lpu/41477-recomendent-nemeckaya-stomatologiya/|22|-|-
Стоматология «РекоменДент» на Салтыкова-Щедрина|https://prodoctorov.ru/novosibirsk/lpu/41477-recomendent-nemeckaya-stomatologiya/|23|-|-
Стоматология «РекоменДент» на Салтыкова-Щедрина|https://prodoctorov.ru/novosibirsk/lpu/41477-recomendent-nemeckaya-stomatologiya/|24|-|-
Стоматология «РекоменДент» на Салтыкова-Щедрина|https://prodoctorov.ru/novosibirsk/lpu/41477-recomendent-nemeckaya-stomatologiya/|25|-|-
Стоматология «РекоменДент» на Салтыкова-Щедрина|https://prodoctorov.ru/novosibirsk/lpu/41477-recomendent-nemeckaya-stomatologiya/|26|-|-
Стоматология «РекоменДент» на Салтыкова-Щедрина|https://prodoctorov.ru/novosibirsk/lpu/41477-recomendent-nemeckaya-stomatologiya/|27|-|-
Стоматология «РекоменДент» на Салтыкова-Щедрина|https://prodoctorov.ru/novosibirsk/lpu/41477-recomendent-nemeckaya-stomatologiya/|28|-|-
Стоматология «РекоменДент» на Салтыкова-Щедрина|https://prodoctorov.ru/novosibirsk/lpu/41477-recomendent-nemeckaya-stomatologiya/|29|-|-
Стоматология «РекоменДент» на Салтыкова-Щедрина|https://prodoctorov.ru/novosibirsk/lpu/41477-recomendent-nemeckaya-stomatologiya/|30|-|-
Стоматология «РекоменДент» на Салтыкова-Щедрина|https://prodoctorov.ru/novosibirsk/lpu/41477-recomendent-nemeckaya-stomatologiya/|31|-|-
Стоматология «РекоменДент» на Салтыкова-Щедрина|https://prodoctorov.ru/novosibirsk/lpu/41477-recomendent-nemeckaya-stomatologiya/|32|-|-
Стоматология «РекоменДент» на Салтыкова-Щедрина|https://prodoctorov.ru/novosibirsk/lpu/41477-recomendent-nemeckaya-stomatologiya/|33|-|-
Стоматология «РекоменДент» на Салтыкова-Щедрина|https://prodoctorov.ru/novosibirsk/lpu/41477-recomendent-nemeckaya-stomatologiya/|34|-|-
Стоматология «РекоменДент» на Салтыкова-Щедрина|https://prodoctorov.ru/novosibirsk/lpu/41477-recomendent-nemeckaya-stomatologiya/|35|-|-
Стоматология «РекоменДент» на Салтыкова-Щедрина|https://prodoctorov.ru/novosibirsk/lpu/41477-recomendent-nemeckaya-stomatologiya/|36|-|-
Стоматология «РекоменДент» на Салтыкова-Щедрина|https://prodoctorov.ru/novosibirsk/lpu/41477-recomendent-nemeckaya-stomatologiya/|37|-|-
Стоматология «СибДент»|https://prodoctorov.ru/novosibirsk/lpu/50192-sib-dent/|0|Стоматолог-ортопед, стоматолог-хирург|37
Стоматология «СибДент»|https://prodoctorov.ru/novosibirsk/lpu/50192-sib-dent/|1|Стоматолог|9
Стоматология «СибДент»|https://prodoctorov.ru/novosibirsk/lpu/50192-sib-dent/|2|Стоматолог|-
Стоматология «СибДент»|https://prodoctorov.ru/novosibirsk/lpu/50192-sib-dent/|3|Стоматолог-ортопед|24
Стоматология «СибДент»|https://prodoctorov.ru/novosibirsk/lpu/50192-sib-dent/|4|Стоматолог-хирург|17
Стоматология «СибДент»|https://prodoctorov.ru/novosibirsk/lpu/50192-sib-dent/|5|Стоматолог-хирург|8
Стоматология «Перламутр»|https://prodoctorov.ru/novosibirsk/lpu/55143-perlamutr/|0|Стоматолог|7
Стоматология «Перламутр»|https://prodoctorov.ru/novosibirsk/lpu/55143-perlamutr/|1|Стоматолог-ортопед, стоматолог-хирург|28
Стоматология «Перламутр»|https://prodoctorov.ru/novosibirsk/lpu/55143-perlamutr/|2|Стоматолог|23
Стоматология «Перламутр»|https://prodoctorov.ru/novosibirsk/lpu/55143-perlamutr/|3|Стоматолог|10
Стоматология «Перламутр»|https://prodoctorov.ru/novosibirsk/lpu/55143-perlamutr/|4|Стоматолог|2
Стоматология «Перламутр»|https://prodoctorov.ru/novosibirsk/lpu/55143-perlamutr/|5|Стоматолог-гигиенист|6
Стоматология «Перламутр»|https://prodoctorov.ru/novosibirsk/lpu/55143-perlamutr/|6|Стоматолог-ортодонт|2
Стоматология «Перламутр»|https://prodoctorov.ru/novosibirsk/lpu/55143-perlamutr/|7|Стоматолог|18
Стоматология «Нико-Дент»|https://prodoctorov.ru/novosibirsk/lpu/59248-niko-dent/|0|Стоматолог|6
Стоматология «Нико-Дент»|https://prodoctorov.ru/novosibirsk/lpu/59248-niko-dent/|1|Стоматолог|9
Стоматология «Нико-Дент»|https://prodoctorov.ru/novosibirsk/lpu/59248-niko-dent/|2|Стоматолог-ортопед|11
Стоматология «Нико-Дент»|https://prodoctorov.ru/novosibirsk/lpu/59248-niko-dent/|3|Стоматолог-ортодонт|11
«Стоматология доктора Легейда»|https://prodoctorov.ru/novosibirsk/lpu/40157-stomatologicheskaya-klinika-doktora-legyayda/|0|Гнатолог, стоматолог-ортопед, стоматолог-имплантолог, стоматолог-хирург, стоматолог|20
«Стоматология доктора Легейда»|https://prodoctorov.ru/novosibirsk/lpu/40157-stomatologicheskaya-klinika-doktora-legyayda/|1|Стоматолог-ортодонт, стоматолог, гнатолог|15
«Стоматология доктора Легейда»|https://prodoctorov.ru/novosibirsk/lpu/40157-stomatologicheskaya-klinika-doktora-legyayda/|2|Стоматолог, гнатолог, стоматолог-гигиенист, стоматолог-ортопед|12
«Стоматология доктора Легейда»|https://prodoctorov.ru/novosibirsk/lpu/40157-stomatologicheskaya-klinika-doktora-legyayda/|3|Стоматолог-хирург|8
«Стоматология доктора Легейда»|https://prodoctorov.ru/novosibirsk/lpu/40157-stomatologicheskaya-klinika-doktora-legyayda/|4|Стоматолог|8
«Стоматология доктора Легейда»|https://prodoctorov.ru/novosibirsk/lpu/40157-stomatologicheskaya-klinika-doktora-legyayda/|5|Стоматолог, стоматолог-имплантолог, стоматолог-хирург|7
Стоматология «Тари»|https://prodoctorov.ru/novosibirsk/lpu/29099-tari/|0|Детский стоматолог, пародонтолог, стоматолог|21
Стоматология «Тари»|https://prodoctorov.ru/novosibirsk/lpu/29099-tari/|1|Стоматолог|30
Стоматология «Тари»|https://prodoctorov.ru/novosibirsk/lpu/29099-tari/|2|Стоматолог-хирург|22
Стоматология «Тари»|https://prodoctorov.ru/novosibirsk/lpu/29099-tari/|3|Стоматолог-ортопед|32
Стоматология «Тари»|https://prodoctorov.ru/novosibirsk/lpu/29099-tari/|4|Стоматолог-хирург|34
Детская стоматология «Дентал-Сервис» на Ленина|https://prodoctorov.ru/novosibirsk/lpu/41975-dental-servis/|0|Анестезиолог-реаниматолог|11
Детская стоматология «Дентал-Сервис» на Ленина|https://prodoctorov.ru/novosibirsk/lpu/41975-dental-servis/|1|Стоматолог-хирург|6
Детская стоматология «Дентал-Сервис» на Ленина|https://prodoctorov.ru/novosibirsk/lpu/41975-dental-servis/|2|Детский стоматолог|11
Детская стоматология «Дентал-Сервис» на Ленина|https://prodoctorov.ru/novosibirsk/lpu/41975-dental-servis/|3|Детский стоматолог|12
Детская стоматология «Дентал-Сервис» на Ленина|https://prodoctorov.ru/novosibirsk/lpu/41975-dental-servis/|4|Детский стоматолог|6
Детская стоматология «Дентал-Сервис» на Ленина|https://prodoctorov.ru/novosibirsk/lpu/41975-dental-servis/|5|Детский стоматолог|32
Детская стоматология «Дентал-Сервис» на Ленина|https://prodoctorov.ru/novosibirsk/lpu/41975-dental-servis/|6|Детский стоматолог|14
Детская стоматология «Дентал-Сервис» на Ленина|https://prodoctorov.ru/novosibirsk/lpu/41975-dental-servis/|7|Стоматолог, детский стоматолог|2
Детская стоматология «Дентал-Сервис» на Ленина|https://prodoctorov.ru/novosibirsk/lpu/41975-dental-servis/|8|Стоматолог-хирург|23
Детская стоматология «Дентал-Сервис» на Ленина|https://prodoctorov.ru/novosibirsk/lpu/41975-dental-servis/|9|Детский стоматолог, стоматолог|23
Детская стоматология «Дентал-Сервис» на Ленина|https://prodoctorov.ru/novosibirsk/lpu/41975-dental-servis/|10|Детский стоматолог|16
Детская стоматология «Дентал-Сервис» на Ленина|https://prodoctorov.ru/novosibirsk/lpu/41975-dental-servis/|11|Анестезиолог-реаниматолог|26
Детская стоматология «Дентал-Сервис» на Ленина|https://prodoctorov.ru/novosibirsk/lpu/41975-dental-servis/|12|Анестезиолог-реаниматолог|10
Детская стоматология «Дентал-Сервис» на Ленина|https://prodoctorov.ru/novosibirsk/lpu/41975-dental-servis/|13|Анестезиолог-реаниматолог|25
Детская стоматология «Дентал-Сервис» на Ленина|https://prodoctorov.ru/novosibirsk/lpu/41975-dental-servis/|14|Анестезиолог-реаниматолог|20
Детская стоматология «Дентал-Сервис» на Ленина|https://prodoctorov.ru/novosibirsk/lpu/41975-dental-servis/|15|Анестезиолог-реаниматолог|48
Детская стоматология «Дентал-Сервис» на Ленина|https://prodoctorov.ru/novosibirsk/lpu/41975-dental-servis/|16|Детский стоматолог|22
Детская стоматология «Дентал-Сервис» на Ленина|https://prodoctorov.ru/novosibirsk/lpu/41975-dental-servis/|17|Детский стоматолог|13
Детская стоматология «Дентал-Сервис» на Ленина|https://prodoctorov.ru/novosibirsk/lpu/41975-dental-servis/|18|Анестезиолог-реаниматолог|5
Детская стоматология «Дентал-Сервис» на Ленина|https://prodoctorov.ru/novosibirsk/lpu/41975-dental-servis/|19|Анестезиолог-реаниматолог|36
Медицинский центр «Стс»|https://prodoctorov.ru/novosibirsk/lpu/36003-medicinskiy-centr-sts/|0|Стоматолог|23
Медицинский центр «Стс»|https://prodoctorov.ru/novosibirsk/lpu/36003-medicinskiy-centr-sts/|1|Стоматолог-имплантолог, стоматолог-ортопед|41
Медицинский центр «Стс»|https://prodoctorov.ru/novosibirsk/lpu/36003-medicinskiy-centr-sts/|2|Стоматолог-ортопед, стоматолог|23
Стоматология «Виноградов и Шкроба» на Шамшиных|https://prodoctorov.ru/novosibirsk/lpu/63818-vinogradov-i-shkroba/|0|Стоматолог-ортопед|23
Стоматология «Виноградов и Шкроба» на Шамшиных|https://prodoctorov.ru/novosibirsk/lpu/63818-vinogradov-i-shkroba/|1|Стоматолог|39
Стоматология «Виноградов и Шкроба» на Шамшиных|https://prodoctorov.ru/novosibirsk/lpu/63818-vinogradov-i-shkroba/|2|Стоматолог|12
Стоматология «Виноградов и Шкроба» на Шамшиных|https://prodoctorov.ru/novosibirsk/lpu/63818-vinogradov-i-shkroba/|3|Стоматолог-хирург, стоматолог-имплантолог|-
«Авторская клиника Константина Покандюк» (ранее «Фреш смайл»)|https://prodoctorov.ru/novosibirsk/lpu/29110-fresh-smayl/|0|Гнатолог, стоматолог-ортопед, стоматолог-хирург|35
«Авторская клиника Константина Покандюк» (ранее «Фреш смайл»)|https://prodoctorov.ru/novosibirsk/lpu/29110-fresh-smayl/|1|Гнатолог, стоматолог-ортопед, стоматолог-хирург|15
«Авторская клиника Константина Покандюк» (ранее «Фреш смайл»)|https://prodoctorov.ru/novosibirsk/lpu/29110-fresh-smayl/|2|Стоматолог, гнатолог|6
«Авторская клиника Константина Покандюк» (ранее «Фреш смайл»)|https://prodoctorov.ru/novosibirsk/lpu/29110-fresh-smayl/|3|Стоматолог-ортопед|21
«Авторская клиника Константина Покандюк» (ранее «Фреш смайл»)|https://prodoctorov.ru/novosibirsk/lpu/29110-fresh-smayl/|4|Стоматолог-ортодонт|19
«Авторская клиника Константина Покандюк» (ранее «Фреш смайл»)|https://prodoctorov.ru/novosibirsk/lpu/29110-fresh-smayl/|5|Стоматолог-гигиенист|22
Стоматология «Дентал Визит»|https://prodoctorov.ru/novosibirsk/lpu/74341-dental-vizit/|0|Стоматолог-хирург, стоматолог, стоматолог-имплантолог, стоматолог-ортопед|10
Стоматология «Дентал Визит»|https://prodoctorov.ru/novosibirsk/lpu/74341-dental-vizit/|1|Стоматолог|9
Стоматология «Дентал-Сервис» на Революции|https://prodoctorov.ru/novosibirsk/lpu/41973-dental-servis/|0|Стоматолог-хирург, челюстно-лицевой хирург|23
Стоматология «Дентал-Сервис» на Революции|https://prodoctorov.ru/novosibirsk/lpu/41973-dental-servis/|1|Челюстно-лицевой хирург|8
Стоматология «Дентал-Сервис» на Революции|https://prodoctorov.ru/novosibirsk/lpu/41973-dental-servis/|2|Стоматолог-хирург|6
Стоматология «Дентал-Сервис» на Революции|https://prodoctorov.ru/novosibirsk/lpu/41973-dental-servis/|3|Стоматолог|8
Стоматология «Дентал-Сервис» на Революции|https://prodoctorov.ru/novosibirsk/lpu/41973-dental-servis/|4|Стоматолог|17
Стоматология «Дентал-Сервис» на Революции|https://prodoctorov.ru/novosibirsk/lpu/41973-dental-servis/|5|Стоматолог|9
Стоматология «Дентал-Сервис» на Революции|https://prodoctorov.ru/novosibirsk/lpu/41973-dental-servis/|6|Стоматолог|11
Стоматология «Дентал-Сервис» на Революции|https://prodoctorov.ru/novosibirsk/lpu/41973-dental-servis/|7|Стоматолог|22
Стоматология «Дентал-Сервис» на Революции|https://prodoctorov.ru/novosibirsk/lpu/41973-dental-servis/|8|Детский стоматолог, стоматолог|23
Стоматология «Дентал-Сервис» на Революции|https://prodoctorov.ru/novosibirsk/lpu/41973-dental-servis/|9|Стоматолог|10
Стоматология «Дентал-Сервис» на Революции|https://prodoctorov.ru/novosibirsk/lpu/41973-dental-servis/|10|Стоматолог-ортопед|11
Стоматология «Дентал-Сервис» на Революции|https://prodoctorov.ru/novosibirsk/lpu/41973-dental-servis/|11|Стоматолог-ортодонт|8
Стоматология «Дентал-Сервис» на Революции|https://prodoctorov.ru/novosibirsk/lpu/41973-dental-servis/|12|Стоматолог|6
Стоматология «Дентал-Сервис» на Революции|https://prodoctorov.ru/novosibirsk/lpu/41973-dental-servis/|13|Анестезиолог-реаниматолог|36
Стоматология «Дентал-Сервис» на Революции|https://prodoctorov.ru/novosibirsk/lpu/41973-dental-servis/|14|Анестезиолог-реаниматолог|48
Стоматология «Дентал-Сервис» на Революции|https://prodoctorov.ru/novosibirsk/lpu/41973-dental-servis/|15|Стоматолог|6
Стоматология «Дентал-Сервис» на Революции|https://prodoctorov.ru/novosibirsk/lpu/41973-dental-servis/|16|Стоматолог|6
Стоматология «Дентал-Сервис» на Революции|https://prodoctorov.ru/novosibirsk/lpu/41973-dental-servis/|17|Стоматолог, стоматолог-ортопед|5
Стоматология «Дентал-Сервис» на Революции|https://prodoctorov.ru/novosibirsk/lpu/41973-dental-servis/|18|Рентгенолог|12
Стоматология «Дентал-Сервис» на Революции|https://prodoctorov.ru/novosibirsk/lpu/41973-dental-servis/|19|Стоматолог|2
Стоматология «Дентал-Сервис» на Революции|https://prodoctorov.ru/novosibirsk/lpu/41973-dental-servis/|20|-|-
Стоматология «Дентал-Сервис» на Революции|https://prodoctorov.ru/novosibirsk/lpu/41973-dental-servis/|21|-|-
Стоматология «Дентал-Сервис» на Революции|https://prodoctorov.ru/novosibirsk/lpu/41973-dental-servis/|22|-|-
Стоматология «АкадемиЯ»|https://prodoctorov.ru/novosibirsk/lpu/9865-akademiya-stomatologicheskiy-centr/|0|Стоматолог-ортодонт|10
Стоматология «АкадемиЯ»|https://prodoctorov.ru/novosibirsk/lpu/9865-akademiya-stomatologicheskiy-centr/|1|Стоматолог-хирург|6
Стоматология «АкадемиЯ»|https://prodoctorov.ru/novosibirsk/lpu/9865-akademiya-stomatologicheskiy-centr/|2|Пародонтолог|17
Стоматология «АкадемиЯ»|https://prodoctorov.ru/novosibirsk/lpu/9865-akademiya-stomatologicheskiy-centr/|3|Стоматолог|17
Стоматология «АкадемиЯ»|https://prodoctorov.ru/novosibirsk/lpu/9865-akademiya-stomatologicheskiy-centr/|4|Пародонтолог|21
Стоматология «АкадемиЯ»|https://prodoctorov.ru/novosibirsk/lpu/9865-akademiya-stomatologicheskiy-centr/|5|Стоматолог|10
Стоматология «АкадемиЯ»|https://prodoctorov.ru/novosibirsk/lpu/9865-akademiya-stomatologicheskiy-centr/|6|Стоматолог-ортопед|11
Стоматология «АкадемиЯ»|https://prodoctorov.ru/novosibirsk/lpu/9865-akademiya-stomatologicheskiy-centr/|7|Стоматолог|19
Стоматология «АкадемиЯ»|https://prodoctorov.ru/novosibirsk/lpu/9865-akademiya-stomatologicheskiy-centr/|8|Стоматолог-хирург|20
Стоматология «АкадемиЯ»|https://prodoctorov.ru/novosibirsk/lpu/9865-akademiya-stomatologicheskiy-centr/|9|Стоматолог|18
Стоматология «АкадемиЯ»|https://prodoctorov.ru/novosibirsk/lpu/9865-akademiya-stomatologicheskiy-centr/|10|Детский стоматолог|11
Стоматология «АкадемиЯ»|https://prodoctorov.ru/novosibirsk/lpu/9865-akademiya-stomatologicheskiy-centr/|11|Стоматолог|32
Стоматология «АкадемиЯ»|https://prodoctorov.ru/novosibirsk/lpu/9865-akademiya-stomatologicheskiy-centr/|12|Стоматолог|16
Стоматология «АкадемиЯ»|https://prodoctorov.ru/novosibirsk/lpu/9865-akademiya-stomatologicheskiy-centr/|13|Стоматолог-ортодонт|4
Стоматология «АкадемиЯ»|https://prodoctorov.ru/novosibirsk/lpu/9865-akademiya-stomatologicheskiy-centr/|14|Стоматолог-гигиенист|-
Стоматология «АкадемиЯ»|https://prodoctorov.ru/novosibirsk/lpu/9865-akademiya-stomatologicheskiy-centr/|15|Стоматолог|-
Стоматология «АкадемиЯ»|https://prodoctorov.ru/novosibirsk/lpu/9865-akademiya-stomatologicheskiy-centr/|16|Стоматолог-ортопед|29
Стоматология «АкадемиЯ»|https://prodoctorov.ru/novosibirsk/lpu/9865-akademiya-stomatologicheskiy-centr/|17|Стоматолог|4
Стоматология «Дентал-Сервис» на Блюхера|https://prodoctorov.ru/novosibirsk/lpu/41974-dental-servis/|0|Стоматолог-гигиенист|17
Стоматология «Дентал-Сервис» на Блюхера|https://prodoctorov.ru/novosibirsk/lpu/41974-dental-servis/|1|Стоматолог-хирург|8
Стоматология «Дентал-Сервис» на Блюхера|https://prodoctorov.ru/novosibirsk/lpu/41974-dental-servis/|2|Стоматолог-ортопед|8
Стоматология «Дентал-Сервис» на Блюхера|https://prodoctorov.ru/novosibirsk/lpu/41974-dental-servis/|3|Анестезиолог-реаниматолог|17
Стоматология «Дентал-Сервис» на Блюхера|https://prodoctorov.ru/novosibirsk/lpu/41974-dental-servis/|4|Стоматолог, стоматолог-ортопед|8
Стоматология «Дентал-Сервис» на Блюхера|https://prodoctorov.ru/novosibirsk/lpu/41974-dental-servis/|5|Челюстно-лицевой хирург|11
Стоматология «Дентал-Сервис» на Блюхера|https://prodoctorov.ru/novosibirsk/lpu/41974-dental-servis/|6|Анестезиолог-реаниматолог|11
Стоматология «Дентал-Сервис» на Блюхера|https://prodoctorov.ru/novosibirsk/lpu/41974-dental-servis/|7|Стоматолог-хирург, челюстно-лицевой хирург|15
Стоматология «Дентал-Сервис» на Блюхера|https://prodoctorov.ru/novosibirsk/lpu/41974-dental-servis/|8|Стоматолог|5
Стоматология «Дентал-Сервис» на Блюхера|https://prodoctorov.ru/novosibirsk/lpu/41974-dental-servis/|9|Стоматолог-ортопед|18
