clinic_name|clinic_rating|clinic_address|clinic_phone|count_doctors|clinic_link
Стоматология «Дентал-Эстетика»|0.15833333333333333|Новосибирск, Красный просп., д. 186/1|-|2|https://prodoctorov.ru/novosibirsk/lpu/28984-dental-estetika/
Стоматология «Дент Арт»|0.15833333333333333|Новосибирск, ул. Каменская, д. 26|-|-|https://prodoctorov.ru/novosibirsk/lpu/28985-dent-art/
Стоматология «Дента-Спас»|0.15833333333333333|Новосибирск, ул. Герцена, д. 12|-|-|https://prodoctorov.ru/novosibirsk/lpu/28986-denta-spas/
Стоматология «ДентИко»|0.15833333333333333|Новосибирск, ул. Высоцкого, д. 36/1|-|1|https://prodoctorov.ru/novosibirsk/lpu/90433-dentiko/
Стоматология «Дентлайн»|0.15833333333333333|Новосибирск, ул. Вокзальная магистраль, д. 16|-|1|https://prodoctorov.ru/novosibirsk/lpu/28989-dentlayn/
Стоматология «Дент-Эффект»|0.15833333333333333|Новосибирск, ул. Лескова, д. 207|-|-|https://prodoctorov.ru/novosibirsk/lpu/28992-dent-effekt/
Стоматология «Доверие»|0.15833333333333333|Новосибирск, ул. Виктора Шевелева, д. 20|-|-|https://prodoctorov.ru/novosibirsk/lpu/95104-doverie/
«Стоматология доктора Дондерфер»|0.15833333333333333|Новосибирск, ул. Галущака, д. 9|-|-|https://prodoctorov.ru/novosibirsk/lpu/93721-stomatologiya-doktora-donderfer/
«Стоматология доктора Лацких»|0.15833333333333333|Новосибирск, ул. Дуси Ковальчук, д. 238|-|-|https://prodoctorov.ru/novosibirsk/lpu/79131-stomatologiya-doktora-lackih/
Стоматология «Доктор Люкс»|0.15833333333333333|Новосибирск, ул. Русская, д. 41|-|-|https://prodoctorov.ru/novosibirsk/lpu/28996-doktor-lyuks/
Стоматология «ЕвроДент»|0.15833333333333333|Новосибирск, ул. Тюменская, д. 2|-|-|https://prodoctorov.ru/novosibirsk/lpu/61117-evrodent/
Стоматология «Жемчужина»|0.15833333333333333|Новосибирск, ул. Петухова, д. 35|-|-|https://prodoctorov.ru/novosibirsk/lpu/29000-zhemchuzhina/
Стоматология «Жемчужина-2001»|0.15833333333333333|Новосибирск, ул. Фасадная, д. 17|-|-|https://prodoctorov.ru/novosibirsk/lpu/28999-zhemchuzhina-2001/
Стоматология «Жемчужина-Интермедгруп»|0.15833333333333333|Новосибирск, ул. Молодости, д. 21|-|-|https://prodoctorov.ru/novosibirsk/lpu/29001-zhemchuzhina-intermedgrup/
Стоматология «Зубнофф» на Вокзальной магистрали|0.15833333333333333|Новосибирск, Вокзальная магистраль, д. 8/1|-|-|https://prodoctorov.ru/novosibirsk/lpu/82619-zubnoff/
Стоматология «Зубнофф» на Лазурной|0.15833333333333333|Новосибирск, ул. Лазурная, д. 16/1|-|-|https://prodoctorov.ru/novosibirsk/lpu/96723-stomatologiya-zubnoff-na-lazurnoy/
Стоматология «Ирбис»|0.15833333333333333|Новосибирск, ул. Лесосечная, д. 16|-|-|https://prodoctorov.ru/novosibirsk/lpu/29005-irbis/
Стоматология «Карат-сервис-С»|0.15833333333333333|Новосибирск, ул. Чаплыгина, д. 4|-|-|https://prodoctorov.ru/novosibirsk/lpu/29006-karat-servis-s/
Стоматология «Лазер-Дент»|0.15833333333333333|Новосибирск, ул. Советская, д. 56|-|-|https://prodoctorov.ru/novosibirsk/lpu/29019-lazer-dent/
Стоматология «Ле Дан Бланш»|0.15833333333333333|Новосибирск, ул. Челюскинцев, д. 44/1|-|-|https://prodoctorov.ru/novosibirsk/lpu/29021-le-dan-blansh/
Стоматология «Лиго-Дент»|0.15833333333333333|Новосибирск, ул. Одоевского, д. 1/7|-|-|https://prodoctorov.ru/novosibirsk/lpu/29022-ligo-dent/
Стоматология «Люан»|0.15833333333333333|Новосибирск, ул. Широкая, д. 27|-|-|https://prodoctorov.ru/novosibirsk/lpu/29077-lyuan/
Стоматология «Люкс-Дент»|0.15833333333333333|Новосибирск, пр. Дзержинского, д. 37|-|-|https://prodoctorov.ru/novosibirsk/lpu/29025-lyuks-dent/
Стоматология «Май дент»|0.15833333333333333|Новосибирск, ул. Богдана Хмельницкого, д. 62|-|-|https://prodoctorov.ru/novosibirsk/lpu/90046-may-dent/
Стоматология «Максидент»|0.15833333333333333|Новосибирск, пр. Академика Лаврентьева, д. 1|-|-|https://prodoctorov.ru/novosibirsk/lpu/29026-maksident/
Стоматология «Макси Дент» на Ленинградской|0.15833333333333333|Новосибирск, ул. Ленинградская, д. 147/1|-|-|https://prodoctorov.ru/novosibirsk/lpu/29027-maksi-dent/
Стоматология «Медика»|0.15833333333333333|Новосибирск, ул. Терешковой, д. 29, к. 4|-|-|https://prodoctorov.ru/novosibirsk/lpu/29029-medika/
Стоматология «Метрон-С»|0.15833333333333333|Новосибирск, проезд Детский, д. 15|-|-|https://prodoctorov.ru/novosibirsk/lpu/29031-metron-s/
Стоматология «Мурас»|0.15833333333333333|Новосибирск, ул. Бориса Богаткова, д. 268|-|-|https://prodoctorov.ru/novosibirsk/lpu/89097-muras/
Стоматология на Богаткова|0.15833333333333333|Новосибирск, ул. Бориса Богаткова, д. 247|-|-|https://prodoctorov.ru/novosibirsk/lpu/29080-stomatologicheskiy-kabinet-na-bogatkova/
